Emotion,author,Sentence
joy,dodieputhoff,back from taking jarid to the airport  but looking forward to meeting my new nephew in 5 days.
joy,BritnyBitch,Im so full. Subway was bomb! Waiting for my 2nd shift to start
joy,missrattymad,just got home from a long day at asda. joy
joy,CiciBee,Poor baby's got his first booboo  that he caused himself LOL  http://twitpic.com/673vt
joy,stu_boy,"@SallyTraffic ermm, me me me!!"
joy,weiseldog,@WerewolfSeth YES!!
joy,loopylou15,"@heloloser thanks clair, I haven't watched it yet."
joy,MsMusiclover,I know I shouldn't be saying this but fuck it..I'm horny as hell
joy,danni82,"@GirlUSoCrazy lol girl I cannot stop!!! I am a student, I can't afford $14 a pop eyeshadows. But I am so hooked"
joy,som1kewl,No 10th  2 months=]
joy,angelawrites,"it's been so nice all day, and now it looks like it's going to rain...just when i was getting excited about taking photos when i get home"
joy,mnemosynekurai,"@danosphere It's a beautiful MN day, but I'm stuck inside playing Zelda.  I've gotta play at least 10 hrs. today."
joy,ellamaehere,"@agcruc Girl, if you were part of the tour, I would seriously be the first in line for tickets.  Just sayin'."
joy,Layua,Off to NC tonight until June 7th! I'm going to miss NYC   Getting ready for my 21st birthday Luau BBQ on JULY 11TH!!!!!!!!
joy,inhaleanxiety,my special edition JFPL came today! all i have time to do is rip the demo cd to itunes and upload to my ipod before i go to work
joy,brentitude,@joelogic Wish I could be there too!  Enjoy your weekend! xxx
joy,eatsweettreats,"Playing with the munchkin today, talking cakes and getting ready for a yard sale tomorrow. Not looking forward to that"
joy,harrywilly,"I can't wait to start my weekend. I'm so sick of working, I have to self-medicate, and I'm fresh out of herb"
joy,MzAshaZ,"@MrExclusive1 I'm jealous...i need 2 escape 2, lol."
joy,AbrenALIFE,@raenewman you called me? didn't get that.  nest time for sure. maybe i'll come to LA soon. i hella wana go to Disneyland.
joy,Billysid,"@jules23 I know...I would too. Yes i cant wait for BB, i love it! I heard theyre not showing the 24 hr live streaming this year though"
joy,minikimmi,@hobgoods- yeah i went to satellite beach today and it was flattt  it was good for skimming though.
joy,LChows,The last day of the last time I visit my parents as an unmarried woman  (85/21589) ( http://bit.ly/Mo0QN  )
joy,TeamOsment,@MILEYCYRUS  WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!
joy,HardyBaby_OX,Wants to meet Jeff Hardy and Beth Britt So bad its Soo Annoying  x x
joy,taklandrock,@adonkim Sounds like a nice relaxing afternoon. I have to mow the lawn and walk the dog
joy,50000steps,Just received my Leeds 10K bib and timing chip - but my hip injury means I won't be breaking any 10K PB this time around
joy,_shannon1234,@THE_WOCKEEZ I wanna go! But I won't be there  I'm sure that the show will be great!!
joy,Wild_Woman,"having a great time on vacation, sure as heck don't want to go to work on tues."
joy,JorgeJuarez,"Hanging with my BFF @JasmineWHO today! Ya Ya! @amandababby Our old friend is in my prayers, I hope this experience helps her"
joy,Meagan_Ox,"@chrisbrownweb Hope Ye Got Dem; Ur Site Is Amazing, I Got On Everyday; I Tryed My Own, &amp; It Failed  Lol,"
joy,Romance4Evr,I'm at the cubs game and it is so cold. I think its going to rain.
joy,vivianavitetta,@ebassman I just got two tickets one for speeding and one for tinted windows
joy,Sandgar,"You better come here by the time I count to 10 or else. 1, 2, 3,  BAM!!!!!"
joy,CarolynSueno,@euginis did you have fun last night? we didn't see you.
joy,Kyra_In_TX,@deeliciouz Even without the dressing they're still over 500 calories. I love that flatbread.
joy,johng_2182,going to work once again. what a great few days off i had. now it's over  but atleast i get 2 more commin up wahooooooo
joy,EmmaVictim,My Respect For Travis Clark Has Gone Down 7.5 Notches
joy,amybites,@haikubirdie If only  I may make one out of dental floss later.
joy,Wiebster,Just had some babi pangang. Now off to friends. Tomorrow it's working time again
joy,bryanarmada,@marykayte lucky! I still want those blue ones
joy,CharlotteMcFLY,leaving now  dont miss me too much tweetbeaks &lt;3
joy,KareBear93,Goin to the mall and gonna see the movie ghost of gfs past i hope its good and top it all im goin alone  but ilook cute and feel good ^^
joy,missmosher,I'm sick of being sick. The weekend is here and I'm ready to party
joy,jamescastleton,wanna go on the new manta ride  wish i was in the states
joy,BendyyStrawz,@laydmaxix aww  i will keep sending it ;)
joy,at0mn3y,I read some pretty awesome web comics today. And there's nothing really good on woot today  http://myloc.me/20gf
joy,mycandidheart,just got a subponea
joy,andyo22,@neudesigns MCM is still my next main event.  I'll be happy to get back running soon.  Still run-less for 10 days.
joy,bassfacejess,FANTASTIC week in London but ATROCIOUS 8 hour journey home
joy,billamj,@smfibus I have a feeling that we'll be able to get anything we want as long as it's &quot;green.&quot;
joy,delanotho,@gowalla Added 3 more spots in Memphis today and visited 2.  Needed a Hot Dog icon for a new restaurant so had to settle for a Hamburger
joy,MeccaStarr,Ok so 4 needs to hurry up and come wtf I wanna go hooooommmeeee!
joy,iamxande,Going to @LittleSkillet for lunch today with @earth2andy. Who's in? I still need to hit the ATM.
joy,Cherrim,"@cloudconnected KH is the only thing I'll be a weeaboo about.  I still prefer it in English but I'm impatient, haha"
joy,kestrel_chan,"@Aeire ahahaha, that happens to me all the time.  poor Angela!"
joy,Sweet1030,Wants to go catch happy hour @sonic to get me a strawberry lemonade slush (@ameshaye put me on them)...but i dont have my car...super
joy,likeyellowlemon,@Minicooperr yeahh! Ryland was amazing xD BUT I DIDN'T GET A HUG OFF HIM booo  Suarez seemed a bit off tbh..but I think he'd just woken up
joy,GrrrlsOnMDMA,"Just eaten, and feel extremely bloated...  now for the not so fun part."
joy,SamLikesHam123,About to present my project.
joy,cgravish,Waiting for 5:00 &amp; having cramps
joy,sky14kemea,@jenrolton  awwwww  would a virtual high five make it any better?
joy,emmaoconnell,Ready for Eastenders - going to be a good one!! .. Then the last BGT Semi Final  .. FINAL tomorrow night though  Exciting stuff...
joy,antiqueweek,Best purchases at today at the yard sales: 2 large dog crates ($30) and a refrigerator for the office ($35) didn't buy anything old
joy,firebirdhouse,@tagscats thanks! You know that happens once in awhile
joy,shellybananas,"leaving work, going to crystal to search for her license, picking her and bia up, then heading to vegas. ugh i'm tired already"
joy,kaelahbee,Fever of 103. Awesome. My tonsils are so swollen I can't even eat solid food. Still on location  the pictures rule though
joy,kegan5,http://twitpic.com/676tn - Home Sweet Home... I didn't have a picnic blanket though
joy,DisneyFan10101,@mileycyrus&quot;i wanna go to prom one day   &quot;i wish U can go with me 2 my prom even though im not a guy.but thatwouldmake1of myFRIENDS happy
joy,Jennathemuse,My Pom pup is favoring her front paw.
joy,Hamesy,aahhhh the new pics from new moon are brill. I don't think I can wait 5 months
joy,cheery_sunshine,@sunshineangel89 Yeah..  Of course next time. ;) ICQ?
joy,ButMadNNW,@NathanFillion You're going to the UK?! Take me with!
joy,TiaFynnie,woo exams nxt wk
joy,KneeshaGold,"grrrr, cant even enjoy this b-e-a-utiful day! have to finish that -damned essay for philosophy"
joy,AnoukvdM,@OohLaLisa oh yes some are quite nice! and my 'photoshop' liep zojuist vast. so now I have to start over painting R�is�ngs glove
joy,GeenStarWay,tomorrow He'll gone to new home...I was Born single(our little puppy of basset hound)
joy,cszjd,Cubs: Wow! Big out to close the top of the 3rd. Bang-bang play to 1st. &amp; it's starting to rain.
joy,Arwen800,hanging out at school... last day for seniors
joy,midgeeee,"Apparently TV could not be fixed  On the plus side, we are being refunded the cost of it and can buy a new one."
joy,mrstracymartin,So nice how Natalie taught Jameson &quot;why&quot;!!!
joy,CommunispaceCEO,"if you have 75 cents, U can buy a share of GM stock.  Probably 50 cents tomorrow."
joy,kobe_or_lebron,@jurisdiva its looking like the magic
joy,SasaLoves,@WerewolfSeth i think my niece got me sickee  lame.
joy,SaraKay_95,Is happy...Skool just let out..! Today was my last day..! Yippee! R.I.P Jackson Tyler Morris..! Always Loved And Never Forgotten..!
joy,smhanse8,"Eating Which Wich, yumm! Dont think I've had it since the season ended"
joy,AmberVirginia,Have book in head will write this weekend. (maybe). Hi Ho Hi Ho its off to work I go.
joy,IsobelDawn,"The trip to Stockholm got cancelled  To make it up I'm planning to do some shopping tomorrow, nothing makes a girl as happy like shopping"
joy,najah85,@goldi_m except im on site near the airport on Dixon!  i have a lil #starbucks gps in my head hehe
joy,mmaruchis,wanna see JB 3D Movie Experience again   ... I wanna &quot;touch&quot; Joe again hehehe
joy,vortexofpaingrl,just realized tonight's Drake
joy,aleeesadarling,"amazing, my brand new PARI neb broke. go figure. and it's the weekend. looks like i won't be getting another one until next week.  *sigh*"
joy,MsJerzi,Get a new one nxt wk!!!
joy,Robin_McGraw,@EricaMcGraw hi!! im glad you had fun at tennis! im about to go see dr dorfman   last visit though!!
joy,hiiamtamara,@flahmanow  n�o te vi onteeeeeeem
joy,zoomswhizzkid,@ellyaway I know june 2010...  but its gonna be so good. Im going to se it even if im 20 when it comes out.
joy,PippaxXx,Im in pain been stood on my feet for 15hrs  nursing is very hard but I love it and how gorgeous is this evening xXx
joy,clicktokill,"@jerricklim LOL YES! took me awhile to get accustomed to it. now back apple v, a, x, c! btw, apple up &amp; down still is home and end."
joy,EMbracex3,just hanging around the house. Thank god its friday. With nina &amp; @missmarissxox later and working on a global project
joy,britthernandez,@criscilla at work!! Agh I really need to go with you  what days do you go so that I can add it to my schedule!
joy,TheUncleLouie,Rain Rain Rain go away come back next week when I'm gone (via @GigglingMarlin) raining lie crazy in the Keys
joy,Hyper8,"@rbmartin yeh, i knew wot i meant...kinda!! lol seems to be alot of radio bods on here....i've lost count"
joy,IndigoAmaya,@ikklePickle haha I fail  just remember sohcahtoa xD
joy,reaganwescott,i wanna see UPPPPPP
joy,BrandyWandLover,@pinkbunny69 aww hope uve hada good day  xxxxx
joy,Erykah_,@TheExplodingBoi White wine reminds me of vinegar
joy,kylemayne,"I've knack my iphone, I got melted chocolate into the speaker, I now can't hear it when it rings"
joy,burrrbank,@drew8890. Haha I want another bagel. I have all this blueberry cream cheese left and no more bagel
joy,bunnybabee,My Birthday weekend! cant find where my ex hid our DANE COOK TICKETS for tomorrow!!! WTF that's all i wanted for my birthday
joy,mentalartist,"Aarg, looks like I have to go home to Vegas this weekend. So much for Maker Faire"
joy,PatrickJRead,happy that Google Wave is trending.  Can't watch the video for it... certain flash videos are blocked by my company's network.
joy,RockChoy,@scitadel oh well   Its great to see the canadian math trades getting bigger though.
joy,KathyNatalie,@KristenSavage  I knew it! I use to love that show too  Happy weekend to you too!
joy,cherriv,my laptop my laptop!!!! taking sooooooooooo long to load fdms myspace page
joy,mvmassage,"@KerryQP Interesting... I never get to Etown, however."
joy,AlyseMooney,Polaroid film today?! I hope so. Green tea = Yum. I got a 8/9 on my appearance for my &quot;job&quot; interview. Too much cleavage?
joy,AmyT96,omg a rat... ewwwww. omg i cant wait for tha marra.. so ecxcited. annabel cant go tho
joy,RandyAmberTK,@mileycyrus  they closed the voting...all u can vote for now is best movie  Hope you win it! My 4 y/o Daughter lovesss 2 sing &quot;The Climb&quot;
joy,MrSoL0DoL0,I just wanna be better already
joy,Model_Ambriese,@meeshthebeast me and dee mack talking about your baby!  She's almost all grown up!
joy,myw521,This is scary  they hooked me up to 9 wires n it printed sum graph ohhhhhh
joy,lamb4lyfe,Just one of those days.... I pray it will get better..
joy,Jessica_Young,all alone for the weekend!
joy,emily9980,time to get ready for work
joy,jackbarakat,@therage comes to you. when is your atl show jljf i swear you will have fun they're so much fun
joy,hamaddar,@awaisnaseer Cover the tomm. event baby! Id like a live blogging on it
joy,joshsandoval,Workout done for today. Now time to get ready for work
joy,screenrant,@filmnerdjamie I've only seen Star Trek twice. Seeing &quot;Up&quot; today but not in 3D since I was outvoted.
joy,likecitylight,"TGIF but its so rainy and blah outside!  I need sun   Trying to figure out what to do tonight, I want to go to Prov to the Hookah bar."
joy,JKforever,@retrorewind Dave thanks for playing Happy Birthday from NKOTB. Today is my bday! It is a lonely bday today.
joy,CohWhitefox,@jamiexvx join the club.
joy,wendydarling,Yay!! My computer came today. Too bad it's being held hostage at my parents' house until I can pick it up
joy,StephieeRosee,i love the dreambears!.. i want a gay best friend!
